"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
34,"admin.","married","university.degree","no","no","no","telephone","may","mon",79,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
57,"technician","married","basic.9y","no","no","no","cellular","jul","tue",94,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
30,"blue-collar","married","basic.6y","no","yes","yes","cellular","may","mon",429,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
49,"services","single","high.school","no","yes","no","cellular","jul","thu",72,6,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
71,"retired","married","","no","yes","yes","cellular","dec","thu",182,1,999,1,"failure",-3,92.713,-33,0.714,5023.5,"no"
28,"management","single","university.degree","no","no","no","telephone","may","wed",376,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
38,"technician","married","university.degree","","no","no","telephone","jun","wed",36,4,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
41,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","mon",148,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
42,"housemaid","married","professional.course","no","yes","no","telephone","may","mon",117,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
29,"technician","single","university.degree","no","yes","yes","cellular","aug","wed",626,3,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
32,"blue-collar","married","basic.4y","no","no","no","telephone","sep","wed",606,3,3,4,"success",-1.1,94.199,-37.5,0.88,4963.6,"yes"
32,"admin.","single","high.school","no","no","no","cellular","jul","thu",85,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
31,"admin.","married","university.degree","no","no","no","cellular","nov","thu",427,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
48,"blue-collar","married","professional.course","no","no","no","cellular","jul","thu",22,25,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
29,"self-employed","married","university.degree","no","no","no","cellular","mar","wed",197,2,999,0,"nonexistent",-1.8,92.843,-50,1.663,5099.1,"yes"
33,"admin.","single","university.degree","no","yes","no","telephone","apr","wed",220,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
32,"admin.","married","university.degree","","no","no","cellular","aug","fri",298,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
49,"blue-collar","married","basic.6y","no","yes","no","cellular","aug","tue",195,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
51,"admin.","married","university.degree","no","yes","no","telephone","may","wed",223,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
40,"technician","single","university.degree","no","no","no","cellular","nov","mon",984,5,999,0,"nonexistent",-3.4,92.649,-30.1,0.714,5017.5,"yes"
38,"blue-collar","divorced","basic.6y","no","yes","yes","cellular","apr","mon",37,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
25,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",229,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.406,5099.1,"yes"
60,"management","married","university.degree","","yes","no","cellular","jul","thu",212,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
34,"admin.","married","university.degree","no","no","no","telephone","jun","fri",94,7,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
39,"technician","married","professional.course","no","no","no","telephone","jun","mon",164,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
42,"admin.","divorced","university.degree","no","no","no","telephone","may","tue",214,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
31,"technician","single","university.degree","no","yes","yes","cellular","aug","wed",107,2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
47,"blue-collar","single","basic.9y","","yes","no","cellular","jul","wed",318,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
48,"technician","married","basic.6y","no","no","yes","telephone","may","tue",175,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
29,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","mon",101,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
48,"admin.","married","university.degree","no","yes","yes","cellular","aug","wed",254,5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
31,"admin.","married","professional.course","","yes","no","cellular","aug","fri",126,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
57,"unemployed","married","university.degree","no","yes","yes","cellular","nov","fri",79,1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
45,"self-employed","married","basic.4y","","no","no","telephone","jun","fri",339,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
32,"technician","married","high.school","no","no","no","cellular","may","fri",134,1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
41,"admin.","single","high.school","no","no","yes","telephone","may","fri",96,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
60,"admin.","married","","no","no","no","cellular","nov","tue",787,1,7,2,"success",-1.1,94.767,-50.8,1.046,4963.6,"yes"
43,"unemployed","married","university.degree","","","","telephone","may","tue",87,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
48,"unemployed","married","professional.course","no","yes","no","cellular","sep","mon",315,2,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"yes"
32,"admin.","single","university.degree","no","yes","no","cellular","sep","thu",150,2,10,3,"success",-1.1,94.199,-37.5,0.884,4963.6,"yes"
28,"admin.","married","high.school","no","no","no","cellular","nov","tue",406,2,999,0,"nonexistent",-3.4,92.649,-30.1,0.715,5017.5,"yes"
32,"blue-collar","married","basic.4y","no","no","yes","cellular","may","thu",80,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
50,"blue-collar","divorced","professional.course","no","yes","no","cellular","nov","mon",742,1,999,0,"nonexistent",-1.1,94.767,-50.8,1.05,4963.6,"yes"
34,"management","married","university.degree","no","yes","no","telephone","may","fri",247,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"services","single","basic.9y","no","yes","no","cellular","nov","fri",143,3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
53,"technician","married","","no","no","no","cellular","sep","wed",121,2,999,0,"nonexistent",-3.4,92.379,-29.8,0.781,5017.5,"no"
55,"technician","married","high.school","no","yes","yes","cellular","apr","tue",376,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,"no"
50,"self-employed","married","basic.4y","","yes","no","telephone","jun","fri",313,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
52,"housemaid","married","basic.6y","no","yes","no","cellular","aug","tue",112,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
51,"technician","married","university.degree","","no","no","cellular","aug","fri",82,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
56,"technician","married","professional.course","no","yes","no","cellular","aug","thu",124,3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
50,"blue-collar","married","basic.6y","","yes","no","telephone","jun","tue",103,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
39,"entrepreneur","married","basic.9y","","no","no","telephone","may","thu",192,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
43,"admin.","married","university.degree","no","no","yes","cellular","jun","tue",310,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"no"
46,"technician","married","university.degree","no","no","no","telephone","jul","wed",60,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
33,"blue-collar","single","high.school","no","yes","yes","telephone","may","thu",22,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
57,"blue-collar","married","","","","","telephone","may","mon",98,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"technician","single","professional.course","no","no","no","telephone","may","wed",223,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"services","single","high.school","no","yes","no","cellular","jul","thu",34,5,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
36,"technician","married","university.degree","no","no","no","telephone","may","tue",210,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
66,"retired","married","basic.6y","no","yes","no","cellular","aug","thu",267,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.851,5076.2,"yes"
47,"self-employed","married","university.degree","no","no","no","cellular","apr","mon",145,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
29,"technician","married","university.degree","no","yes","no","cellular","nov","thu",150,1,999,0,"nonexistent",-0.1,93.2,-42,4.592,5195.8,"yes"
32,"management","single","university.degree","","yes","no","cellular","may","mon",61,4,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,"no"
32,"entrepreneur","divorced","university.degree","no","no","no","cellular","jul","fri",155,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
29,"management","single","university.degree","no","no","no","telephone","may","fri",118,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
42,"services","married","university.degree","no","yes","no","cellular","apr","mon",257,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
33,"blue-collar","single","university.degree","","no","no","cellular","may","wed",275,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
43,"admin.","married","high.school","no","yes","no","cellular","jul","tue",197,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
51,"services","married","high.school","no","yes","no","telephone","may","wed",114,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
50,"management","married","university.degree","no","no","no","cellular","jul","thu",144,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
32,"admin.","single","university.degree","no","yes","no","telephone","may","wed",175,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
24,"services","single","basic.9y","no","yes","yes","telephone","may","fri",816,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"management","married","university.degree","no","yes","no","cellular","may","fri",144,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
36,"blue-collar","married","high.school","no","no","no","telephone","jun","wed",626,5,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
47,"admin.","married","high.school","","","","cellular","apr","fri",499,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
46,"blue-collar","married","basic.4y","","","","telephone","may","thu",313,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
29,"student","single","professional.course","no","yes","no","cellular","apr","fri",96,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
34,"blue-collar","single","basic.9y","no","no","yes","telephone","may","wed",181,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
48,"blue-collar","married","basic.4y","","yes","no","cellular","aug","thu",84,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
28,"admin.","married","university.degree","no","no","no","cellular","jul","wed",179,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
45,"blue-collar","single","high.school","","no","yes","telephone","may","wed",278,6,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
42,"admin.","married","high.school","no","yes","no","cellular","may","fri",270,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
45,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",92,12,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
46,"admin.","divorced","university.degree","","yes","no","cellular","jul","thu",51,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
50,"entrepreneur","married","","","yes","no","cellular","jul","tue",244,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
35,"admin.","single","basic.9y","no","yes","no","cellular","jul","fri",431,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
36,"management","married","university.degree","no","yes","yes","cellular","mar","thu",94,1,999,0,"nonexistent",-1.8,92.843,-50,1.538,5099.1,"no"
29,"blue-collar","married","high.school","no","no","no","telephone","may","thu",12,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
34,"admin.","single","high.school","no","yes","no","telephone","may","wed",78,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"technician","single","high.school","no","yes","no","cellular","aug","tue",75,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
40,"technician","married","university.degree","no","yes","no","telephone","nov","fri",10,3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
39,"blue-collar","single","basic.4y","no","no","no","cellular","may","tue",231,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
22,"student","single","basic.9y","no","yes","no","cellular","mar","thu",173,1,999,0,"nonexistent",-1.8,92.843,-50,1.538,5099.1,"no"
27,"admin.","single","high.school","no","yes","no","cellular","may","thu",240,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
20,"student","single","high.school","no","no","no","cellular","nov","wed",187,2,999,0,"nonexistent",-3.4,92.649,-30.1,0.715,5017.5,"no"
34,"admin.","married","university.degree","no","no","no","telephone","nov","fri",205,3,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
37,"unemployed","married","university.degree","no","no","yes","telephone","jul","fri",85,3,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,"no"
34,"technician","married","professional.course","no","yes","yes","telephone","may","fri",224,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
53,"housemaid","married","basic.6y","","","","cellular","apr","mon",372,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
53,"housemaid","married","high.school","no","yes","no","cellular","jun","fri",195,6,999,0,"nonexistent",-1.7,94.055,-39.8,0.748,4991.6,"no"
45,"blue-collar","married","basic.6y","no","no","yes","cellular","aug","wed",48,8,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
31,"technician","married","university.degree","no","yes","no","cellular","aug","mon",314,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
39,"entrepreneur","single","university.degree","no","yes","no","cellular","may","fri",452,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
40,"admin.","divorced","basic.6y","","no","yes","telephone","jun","wed",170,3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
48,"blue-collar","married","basic.6y","","yes","no","cellular","jul","wed",709,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
28,"services","married","high.school","no","no","no","telephone","jul","wed",60,2,999,0,"nonexistent",1.4,93.918,-42.7,4.956,5228.1,"no"
35,"admin.","married","high.school","","","","telephone","may","wed",35,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
31,"technician","divorced","university.degree","no","yes","no","cellular","aug","thu",132,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
58,"blue-collar","married","basic.4y","no","yes","no","telephone","jul","thu",48,6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
33,"self-employed","single","university.degree","no","yes","yes","cellular","nov","fri",203,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
57,"services","divorced","high.school","no","yes","no","telephone","may","fri",288,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
53,"blue-collar","married","basic.9y","no","no","no","cellular","nov","fri",395,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
30,"blue-collar","married","basic.9y","no","yes","no","cellular","may","fri",487,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
41,"services","single","high.school","","no","yes","telephone","jul","thu",504,1,999,0,"nonexistent",1.4,93.918,-42.7,4.966,5228.1,"no"
55,"entrepreneur","married","professional.course","no","no","no","cellular","oct","mon",116,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.739,5017.5,"no"
32,"services","single","","","yes","no","cellular","jul","tue",881,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
52,"entrepreneur","married","basic.9y","","yes","no","cellular","jul","mon",163,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
21,"blue-collar","single","basic.9y","no","","","cellular","jul","wed",208,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
45,"services","divorced","high.school","","yes","no","telephone","may","thu",561,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
33,"blue-collar","single","basic.6y","no","yes","no","cellular","may","tue",22,8,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
48,"unemployed","married","university.degree","no","yes","no","cellular","jul","tue",812,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
28,"admin.","single","university.degree","no","no","no","telephone","jun","mon",103,3,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
44,"services","divorced","high.school","no","no","no","cellular","jul","mon",119,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
49,"admin.","divorced","high.school","no","no","no","telephone","may","fri",132,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
43,"admin.","married","high.school","no","no","yes","telephone","may","tue",315,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"technician","single","professional.course","no","no","no","cellular","aug","thu",231,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
35,"self-employed","single","university.degree","no","","","cellular","oct","mon",123,2,999,0,"nonexistent",-3.4,92.431,-26.9,0.739,5017.5,"no"
50,"technician","married","professional.course","no","no","yes","cellular","jul","thu",168,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
25,"admin.","single","university.degree","no","yes","no","cellular","oct","mon",123,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.739,5017.5,"no"
39,"self-employed","married","basic.4y","","yes","yes","telephone","jun","mon",258,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
29,"management","single","university.degree","no","no","no","telephone","may","fri",170,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
53,"services","married","basic.4y","no","no","no","telephone","may","fri",86,5,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
41,"self-employed","divorced","professional.course","no","no","no","cellular","jul","fri",911,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
54,"blue-collar","married","basic.6y","","yes","no","telephone","jul","tue",34,1,999,0,"nonexistent",1.4,93.918,-42.7,4.955,5228.1,"no"
47,"","divorced","basic.4y","","no","no","telephone","may","tue",94,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
42,"technician","married","professional.course","","yes","no","cellular","jul","mon",77,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
48,"blue-collar","single","basic.9y","no","yes","no","cellular","apr","tue",179,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"no"
48,"blue-collar","married","basic.6y","no","yes","no","cellular","jul","wed",79,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
29,"technician","single","professional.course","no","yes","no","cellular","jul","fri",274,3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
40,"technician","married","basic.9y","no","no","no","telephone","may","tue",631,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"admin.","single","university.degree","no","yes","no","cellular","may","tue",706,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
31,"technician","married","university.degree","no","no","no","cellular","aug","wed",60,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
29,"technician","single","university.degree","no","yes","no","telephone","jul","thu",109,1,999,0,"nonexistent",1.4,93.918,-42.7,4.966,5228.1,"no"
47,"self-employed","divorced","professional.course","","yes","no","telephone","jun","mon",364,13,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
43,"technician","single","professional.course","no","yes","no","telephone","jun","mon",70,3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
48,"services","married","high.school","no","no","no","cellular","may","mon",97,3,999,2,"failure",-1.8,92.893,-46.2,1.264,5099.1,"no"
40,"management","divorced","university.degree","","yes","no","telephone","may","fri",157,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
41,"blue-collar","married","basic.6y","","no","yes","cellular","may","tue",178,3,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
30,"technician","single","professional.course","no","no","no","cellular","jul","tue",156,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
49,"admin.","single","","","yes","no","telephone","may","thu",122,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
33,"admin.","single","university.degree","no","no","no","cellular","apr","mon",339,1,999,2,"failure",-1.8,93.749,-34.6,0.642,5008.7,"no"
44,"","married","university.degree","no","yes","no","cellular","aug","mon",263,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.884,5076.2,"no"
45,"self-employed","married","professional.course","no","no","yes","telephone","jun","thu",128,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
31,"technician","single","professional.course","no","no","yes","cellular","aug","fri",142,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
60,"retired","divorced","high.school","","no","no","cellular","may","fri",781,4,999,2,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
39,"blue-collar","married","basic.6y","","no","no","cellular","jul","wed",85,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
55,"admin.","divorced","high.school","no","","","cellular","apr","fri",278,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
47,"services","married","high.school","no","no","yes","cellular","may","fri",506,2,999,2,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
40,"self-employed","married","basic.9y","no","no","no","cellular","nov","tue",55,1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
32,"self-employed","divorced","professional.course","no","no","no","telephone","may","thu",242,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
59,"retired","married","professional.course","","no","no","telephone","may","mon",107,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
54,"blue-collar","divorced","basic.4y","no","no","no","telephone","may","mon",208,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
30,"blue-collar","divorced","basic.9y","no","yes","no","telephone","jun","tue",116,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
34,"admin.","married","university.degree","no","no","yes","cellular","aug","fri",944,7,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
56,"technician","married","university.degree","","yes","no","telephone","may","tue",240,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
40,"blue-collar","married","basic.9y","","no","yes","cellular","jul","fri",49,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
48,"blue-collar","married","basic.4y","","no","no","cellular","aug","thu",90,3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
42,"blue-collar","married","basic.9y","no","no","yes","cellular","jul","thu",880,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
34,"blue-collar","married","basic.9y","no","yes","yes","cellular","nov","tue",133,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
24,"blue-collar","single","high.school","no","no","no","cellular","apr","mon",125,2,999,1,"failure",-1.8,93.749,-34.6,0.645,5008.7,"no"
40,"admin.","married","university.degree","no","yes","no","cellular","jul","fri",310,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
36,"technician","married","high.school","no","yes","yes","cellular","may","fri",659,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes"
32,"student","single","university.degree","no","yes","no","cellular","jun","mon",197,2,999,1,"failure",-2.9,92.963,-40.8,1.281,5076.2,"no"
42,"entrepreneur","married","university.degree","no","yes","no","cellular","jul","tue",370,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
52,"admin.","married","basic.6y","no","no","no","telephone","may","mon",228,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
25,"admin.","single","university.degree","no","yes","yes","cellular","jun","tue",431,3,4,1,"success",-2.9,92.963,-40.8,1.286,5076.2,"no"
31,"blue-collar","married","basic.9y","no","yes","yes","cellular","nov","wed",117,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
27,"blue-collar","single","basic.9y","no","no","no","cellular","jul","mon",808,5,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
38,"admin.","single","high.school","no","yes","no","cellular","nov","tue",90,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
30,"self-employed","married","university.degree","no","yes","no","telephone","jul","thu",148,20,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
32,"technician","married","professional.course","no","no","no","cellular","jul","mon",203,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
46,"technician","married","professional.course","no","yes","no","cellular","nov","mon",110,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
41,"technician","divorced","high.school","no","yes","no","cellular","jul","mon",521,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
53,"blue-collar","married","","no","yes","no","cellular","aug","wed",94,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
27,"services","single","high.school","no","no","no","cellular","jul","thu",377,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
53,"blue-collar","married","basic.4y","no","no","no","cellular","aug","tue",76,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
42,"blue-collar","married","basic.6y","no","no","yes","telephone","jun","wed",292,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
33,"management","married","university.degree","no","yes","no","cellular","jul","mon",199,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
54,"retired","divorced","basic.4y","no","yes","no","telephone","may","thu",77,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
37,"self-employed","single","university.degree","no","yes","no","cellular","apr","thu",270,2,999,1,"failure",-1.8,93.075,-47.1,1.365,5099.1,"no"
57,"blue-collar","married","basic.4y","no","no","no","cellular","jul","mon",324,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
46,"","married","basic.4y","","yes","no","telephone","jun","thu",110,3,999,0,"nonexistent",1.4,94.465,-41.8,4.955,5228.1,"no"
44,"blue-collar","married","basic.9y","no","no","no","telephone","jun","fri",109,4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
36,"services","single","basic.4y","no","no","no","telephone","may","mon",291,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
46,"admin.","married","basic.9y","no","no","no","cellular","apr","mon",405,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
